code,latitude,longitude,ipnitypes_nodes.node_id,ipnitypes_nodes.type_holder_code
OAC,43.54409,-80.24073,715,OAC
DAO,45.391,-75.7108,716,DAO
DFB,45.369289,-75.789396,717,DFB
MIL,43.040378,-87.9216,718,MIL
MU,39.508347,-84.733335,719,MU
SJ,18.391774,-66.059064,720,SJ
,,,721,CCSV
BSHC,27.099421,88.514313,722,BSHC
,,,723,Herb. Conti
TUR,60.454651,22.283367,724,TUR
OWU,40.2677,-83.105232,725,OWU
,,,726,FM INPA
,,,727,Herb. Anhui College of Education
UNIN,-23.822498,29.732847,728,UNIN
AGUAT,14.588848,-90.551921,729,AGUAT
UPRRP,18.462069,-66.097923,730,UPRRP
,,,731,SCBI
BCC,41.385025,2.11533,732,BCC
,,,733,Herb. L. Sáez
KLU,3.1175,101.649231,734,KLU
,,,735,Shenzhen city Wutongshan Nurseries
,,,736,MSW
,,,737,Herb. Chiba University
AMO,19.423613,-99.220505,738,AMO
USF,28.0597,-82.4148,739,USF
ILLS,40.092927,-88.24027,740,ILLS
ALCB,-13.006171,-38.507259,741,ALCB
SRSC,30.363667,-103.650202,742,SRSC
H,60.175235,24.947842,743,H
,,,744,OQU
MUH,33.150878,73.745524,745,MUH
MSU,5,119,746,MSU
VAL,39.475449,-0.3859,747,VAL
GJO,47.103473,15.41516,748,GJO
,,,749,HERB. VASQUEZ
OTA,-45.874161,170.503616,750,OTA
OSA,34.61338,135.515594,751,OSA
,,,752,herbier de la Rochelle
,,,753,coll. H.F. Paulus
,,,754,coll. Paulus
STU,48.80368,9.191,755,STU
,,,756,herb. P. Rabaute
ON,23.613349,58.593268,757,ON
ESA,-22.71533,-47.63707,758,ESA
,,,759,Herbarium Schlechter Institute
,,,760,SCHLE
,,,761,Herb. Ando
,,,762,CPHN
,,,763,Queensland Herbarium AQ
,,,764,?DSM
OSC,44.5668,-123.282,765,OSC
MMTT,35.744672,51.362596,766,MMTT
,,,767,hb. Akh.
MEX,19.395428,-99.147476,768,MEX
FEZA,19.376221,-99.034927,769,FEZA
SL,8.45797,-13.25983,770,SL
NWUB,36.1297,103.66893,771,NWUB
,,,772,Herb. Henan Agricultural University
ROV,45.8899,11.04105,773,ROV
,,,774,"Herb. Inst. of Plateau Ecology, Tibet"
CNU,35.17931,126.897659,775,CNU
BG,60.38356,5.32611,776,BG
MOR,41.816577,-88.062992,777,MOR
MWI,40.468652,-90.681984,778,MWI
,,,779,HSIA
,,,780,herb. Hörandl
,,,781,Hb. Br
,,,782,Herb. Gutermann
,,,783,herb. Gutermann
,,,784,Herb. Hörandl
SCB,3.9,17.933331,785,SCB
YUKU,25.045389,102.709808,786,YUKU
,,,787,Herb. Loos
BOCH,51.483219,7.242983,788,BOCH
,,,789,Herb. H. Henker
,,,790,herb. A. Newton
,,,791,Herb. Weber
HGAS,26.647481,106.630103,792,HGAS
POLL,49.459549,8.15034,793,POLL
,,,794,Herb. Lang
WILLU,44.952,-123.024902,795,WILLU
,,,796,PE [P]
,,,797,UB(69) (69)
,,,798,HNMN?
SHI,44.275333,85.998634,799,SHI
,,,800,HERB. VáSQUEZ.
,,,801,HERB. VáSQUEZ
,,,802,UB70
,,,803,Dr. Babasaheb Ambedkar Marathwada University
UNEX,45.64003,13.80039,804,UNEX
,,,805,SKO
USP,40.397855,-3.836385,806,USP
,,,807,BC-Sennen
,,,808,UQRQ
SLPM,22.126469,-100.943794,809,SLPM
EWH,36.799702,128.647736,810,EWH
PTIS,44.82016,-87.379959,811,PTIS
,,,812,CIP
,,,813,CPNU
,,,814,UFPE
,,,815,HYOG
,,,816,"Shoei Junior College, Kobe"
,,,817,Herb. Y?ld?r?ml?
,,,818,HPZ
SHC,12.50271,78.567873,819,SHC
,,,820,XALUV
,,,821,HIMU
TURA,60.454651,22.283367,822,TURA
,,,823,MGC 37073 (central specimen)
,,,824,Herbario de la Universidad de Almería
,,,825,HERB. ALEJANDRO VON HUMBOLDT
,,,826,HERB. PUPULIN
SHM,31.232536,121.484797,827,SHM
,,,828,GIFU
IRAN,35.797,51.404,829,IRAN
,,,830,UNAN
,,,831,HINTON HERB.
CU,42.447716,-76.48217,832,CU
,,,833,NBI
,,,834,MJP
CAHUP,14.166367,121.240011,835,CAHUP
PUH,14.65889,121.073608,836,PUH
,,,837,ISB
,,,838,RSAQ
OAX,17.028946,-96.723404,839,OAX
BRH,17.25,-88.7667,840,BRH
UJAT,18.022961,-92.96167,841,UJAT
SQUH,23.591777,58.172005,842,SQUH
VSC,30.86305,-83.28791,843,VSC
MELU,-37.785892,144.948944,844,MELU
,,,845,NSE
,,,846,WU-Keck
TROM,69.6342445,18.9046915,847,TROM
SYD,-33.888168,151.19104,848,SYD
RIOC,-33.158779,-64.340714,849,RIOC
SRFA,-36.633976,-64.322357,850,SRFA
,,,851,University of Aden
,,,852,BAMU Aurangabad
,,,853,"Herbarium, Universität Heidelberg Orch-911"
CDRI,26.854719,80.95771,854,CDRI
,,,855,Herb. Jardí Botànic Marimurtra
,,,856,herb. Jardí Botànic Marimurtra
,,,857,herb. Kress
,,,858,Herb. Inst. Bot. Sect. Biol. Ac. Sci. RPDK (Pyongjang)
UNM,35.108345,-106.62381,859,UNM
,,,860,herb. Bänziger
LIP,50.613535,3.067911,861,LIP
DNZ,48.015978,37.80329,862,DNZ
THIM,27.41996,89.651464,863,THIM
,,,864,Sichuan School of Chinese Materia Medica
BASBG,47.5272,7.57155,865,BASBG
,,,866,BSB-VO
,,,867,"Herbarium, University of Minnesota"
GRO,0,0,868,GRO
,,,869,herb. Tan
,,,870,herb. Sfikas
UCR,33.970255,-117.323882,871,UCR
HUFU,-18.906649,-48.268753,872,HUFU
FHI,7.38778,3.89639,873,FHI
GXEM,22.851775,108.337908,874,GXEM
,,,875,Herb. Guizhou Institute of Chinese Materia Medica
,,,876,MMI-D
OULU,65.012505,25.469776,877,OULU
LY,45.777885,4.863628,878,LY
UGDA,54.395224,18.576954,879,UGDA
IAGB,47.16666,27.599991,880,IAGB
IEC,-4.2669,15.28327,881,IEC
NDO,-12.81927096,28.21192223,882,NDO
,,,883,BIGUA
VIES,-20.27517,-40.303899,884,VIES
,,,885,CANB?
,,,886,NSW?
,,,887,YNTBI
MASE,-29.316669,27.48333,888,MASE
IJ,17.98307,-76.775711,889,IJ
,,,890,ctb
VPI,37.236561,-80.420029,891,VPI
HSC,40.87553,-124.078362,892,HSC
,,,893,"Herbarium, Universität Heidelberg 0-22596 (=103948)"
ZA,45.815071,15.97222,894,ZA
,,,895,herb. Akhani
,,,896,BD
BEO,44.802406,20.471124,897,BEO
,,,898,Herb. Shandong Institute of Pomology
CHIP,16.758566,-93.118599,899,CHIP
,,,900,B?
KY,38.03139355,-84.50521261,901,KY
,,,902,herb. Demoly
,,,903,SCUTA
TUH,35.723712,51.447966,904,TUH
,,,905,XJMI
KTUH,29.38913,48.002419,906,KTUH
,,,907,KE-GRAHAM
SKU,14.650264,77.551834,908,SKU
,,,909,Herb. V. L. Komarov Botanical Institute
,,,910,UB-77
,,,911,UB(78) (78)
,,,912,ISBC
DGU,35.862092,128.587061,913,DGU
,,,914,IMB
CB,48.97274,14.47607,915,CB
HERZU,10.673535,-71.68338,916,HERZU
,,,917,HUA?
,,,918,AMAZ?
NHA,43.152069,-70.930656,919,NHA
,,,920,herb. du projet Curef à Bata
,,,921,MEXU. MO
,,,922,Herb. Wolff
BSA,25.459909,81.854446,923,BSA
BFD,52.13459,-0.46632,924,BFD
,,,925,K (ILL. VOUCHER) (ILL. VOUCHER)
TOLI,4.455119,-75.219948,926,TOLI
STR,48.584285,7.766771,927,STR
HPUJ,4.627782,-74.063652,928,HPUJ
,,,929,SP (EX MG 5248) (EX MG
HNNU,28.197269,113.020447,930,HNNU
BP,47.476372,19.099058,931,BP
,,,932,MCMEX
SDSU,32.777289,-117.07131,933,SDSU
UCSB,34.415211,-119.845695,934,UCSB
JBVN,43.685265,7.209677,935,JBVN
CYP,35.166672,33.366669,936,CYP
NICE,43.7019,7.27951,937,NICE
,,,938,UMS
,,,939,CHSB
BNU,39.856628,116.414421,940,BNU
TBI,41.68933,44.790281,941,TBI
,,,942,GNUBD
NAP,40.85751,14.25949,943,NAP
TNU,25.04776,121.531853,944,TNU
FSC,36.8136,-119.7438,945,FSC
,,,946,NGB
,,,947,HUMS
,,,948,Herb. Museum d'Histoire Naturelle de Grenoble
,,,949,Herb. O. Gerbaud
,,,950,PRC (4696) (4696)
FCQ,-25.335076,-57.518336,951,FCQ
CPAP,-19.023001,-57.659409,952,CPAP
,,,953,LIL?
SAL,38.814358,-97.60508,954,SAL
,,,955,Herb. National de Guinée équatoriale à Bata
MSK,53.895077,27.551128,956,MSK
HAST,25.043,121.615,957,HAST
,,,958,UCV
,,,959,Museum and Cultural Institution of Miyazaki Pref.
,,,960,UKG
AU,24.436729,118.107208,961,AU
CSFI,27.91827,113.16909,962,CSFI
LBG,29.55678,115.983109,963,LBG
,,,964,JSBI
,,,965,ZHNM
,,,966,HZBG
,,,967,Herb. W. Königer
KATH,27.5943,85.3858,968,KATH
,,,969,SNUA?
ISTC,42.511898,-92.460854,970,ISTC
,,,971,Herb. Erben
,,,972,Herb. Nydegger
,,,973,AMES (ORIGINAL DRAWING) (ORIGINAL DRAWING)
GREE,40.409932,-104.691617,974,GREE
,,,975,HBAC
POZ,52.4095,16.91811,976,POZ
,,,977,NSYSU
,,,978,Herb. Henan Agric. Univ.
,,,979,SLPM (27484) (27484)
SFC,37.45992,126.951867,980,SFC
,,,981,UEXC
SINU,1.29943,103.773087,982,SINU
,,,983,Herb. Fernández Casas
MJ,49.39653,15.58923,984,MJ
,,,985,Tribhuvan University Herbarium
,,,986,GCMI
,,,987,herb. Jean-François Perrin
,,,988,"Faculté des Sciences de St-Jérôme, Marseille"
,,,989,UACHP
,,,990,ASU (3 SHEETS)
DR,51.02873,13.723875,991,DR
,,,992,Herb. Uhlich
,,,993,PVV
SYKO,61.667297,50.84338,994,SYKO
SO,42.677521,23.3417,995,SO
,,,996,HERB. RAVENNA
CIMI,19.989079,-102.717361,997,CIMI
,,,998,Herbarium of Fudan University
VLA,43.150166,131.910034,999,VLA
,,,1000,"Herbarium, Universität Heidelberg Orch-909"
MVM,-34.863792,-56.117401,1001,MVM
,,,1002,Herb. Sout.
LZU,36.055649,103.85659,1003,LZU
,,,1004,Curtin University
,,,1005,LILL
ZJFI,30.249571,120.069641,1006,ZJFI
,,,1007,HERB. HINTON
,,,1008,P-LAM (S.C. 325) (S.C.
KOELN,50.927711,6.92306,1009,KOELN
UKMS,6.018091,116.128738,1010,UKMS
ILL,40.109043,-88.223877,1011,ILL
,,,1012,Herb. Guangxi Inst. Trad. Medic. & Pharm. Sci.
,,,1013,OAO
LUA,-12.78,15.74,1014,LUA
,,,1015,Herb. Bot. Lab. Comenius University
BRA,48.140259,17.112101,1016,BRA
,,,1017,NAS?
,,,1018,Herb. J.M.H. Shaw
WIR,59.93235,30.307882,1019,WIR
HULE,12.43556,-86.87944,1020,HULE
,,,1021,RGN
TAK,41.307838,69.273018,1022,TAK
PERM,57.997799,56.18618,1023,PERM
,,,1024,XJA-IAC
NMB,-29.167772,26.248554,1025,NMB
,,,1026,PCHM
WFU,36.169151,-80.289978,1027,WFU
,,,1028,ADEL
KIEL,54.347092,10.11471,1029,KIEL
,,,1030,Herb. Matzke-Hajek
LUX,49.6099,6.13573,1031,LUX
BREM,53.082333,8.81048,1032,BREM
IPS,52.059863,1.150394,1033,IPS
,,,1034,Herb. Chengdu Inst. Biol. Acad. Sin.
,,,1035,herb. Alejandre
AUR,44.934404,2.445724,1036,AUR
,,,1037,"Mahidol University, Thailand"
,,,1038,TEX/LL
BAS,47.5272,7.57155,1039,BAS
,,,1040,MRSSJ
,,,1041,Herb. Bennett
,,,1042,HERB. BENNTTIANUM
,,,1043,OCH
WAT,43.468349,-80.527496,1044,WAT
LAM,34.01815,-118.289009,1045,LAM
MONT,45.660259,-111.043282,1046,MONT
ID,46.7285,-117.0108,1047,ID
WELTU,-41.242111,174.792374,1048,WELTU
,,,1049,herb. H. >U>!llgaard
,,,1050,Herb. C.E.Sonck
,,,1051,Herb. C.E. Sonck
,,,1052,Herb. H. >U>!llgaard
,,,1053,Herb. C.-F.Lundevall
,,,1054,Herb. J.Räsänen
,,,1055,Herb. Institute of Botany
,,,1056,NBG?
,,,1057,KARR
,,,1058,HG-PAD
CICY,21.028409,-89.639008,1059,CICY
,,,1060,Herb. K.H. Schmidt
,,,1061,Herb. W. Lobin
ADW,0,0,1062,ADW
MOSP,55.815189,37.648933,1063,MOSP
PEL,-31.76314,-52.41851,1064,PEL
BAYLU,31.532681,-97.129189,1065,BAYLU
CLEMS,34.689861,-82.803459,1066,CLEMS
,,,1067,CTB
JSU,33.823784,-85.763228,1068,JSU
,,,1069,WILL
CL,46.762585,23.596014,1070,CL
,,,1071,Herb. Starmühler
KRAM,50.065483,19.955,1072,KRAM
,,,1073,HM
,,,1074,MICH?
ATH,38.073479,23.81448,1075,ATH
,,,1076,"Herb. Dept. Biology, Dali Teacher's college"
EAN,-6.94592,-35.747856,1077,EAN
PEUFR,-8.016192,-34.945225,1078,PEUFR
,,,1079,herb. Parolly
,,,1080,herb. Hein
,,,1081,herb. Kürschner
,,,1082,LLANO
LTR,52.622497,-1.124543,1083,LTR
,,,1084,"Chorog, Hortus Botanicus"
,,,1085,MO(fragment)
,,,1086,SPKCES
MT,45.558294,-73.558103,1087,MT
,,,1088,M QCA
,,,1089,Herb. Holmström
,,,1090,"Forestry Research Centre, Laos"
,,,1091,UBS
,,,1092,FIELD
UNB,45.947085,-66.64058,1093,UNB
,,,1094,UCB
MBK,33.544331,133.586044,1095,MBK
SDFS,36.200253,117.087614,1096,SDFS
,,,1097,Herb. Greuter
,,,1098,Museum and Cultural Institution Miyazaki Pref.
,,,1099,"Herb. of Plateau Ecol. Inst., Tibet"
,,,1100,EBB
,,,1101,"Herb. Shivaji University, Kolhapur"
,,,1102,CHIAN
UIS,7.12748,-73.1267,1103,UIS
,,,1104,Herb. Teppner
,,,1105,Herb. Shenzhen City Wutongshan Nurseries
,,,1106,Herb. J.-L.Gathoye
DEK,41.957836,-88.721115,1107,DEK
SJNM,36.770004,-108.166245,1108,SJNM
ADO,39.861778,33.482391,1109,ADO
,,,1110,Herb. Y?ld?rml?
UAT,23.752705,-99.145256,1111,UAT
,,,1112,G?
,,,1113,M?
,,,1114,MADI
SCHG,-33.947481,22.463519,1115,SCHG
,,,1116,"Bata, Direction du Project de CUREF"
RIY,24.709311,46.783169,1117,RIY
SEVF,37.391914,-5.98644,1118,SEVF
,,,1119,Herb. L.C.Pinatzi
HBR,-26.90852,-48.66095,1120,HBR
CDS,-0.742447,-90.304365,1121,CDS
GES,27.33139,-82.5326,1122,GES
UPCB,-25.462143,-49.287239,1123,UPCB
,,,1124,Herb. Rice
KPBG,-31.947773,115.837555,1125,KPBG
,,,1126,Pilbara Regional Herbarium
,,,1127,NY?
PY,-25.339325,-57.544025,1128,PY
,,,1129,herb. Kit Tan
,,,1130,Herb. Demoly
,,,1131,Herb. Naturmuseum Bozen
IBF,47.286654,11.515067,1132,IBF
,,,1133,Herb. G. Gottschlich
,,,1134,Herb. F.-G. Dunkel
,,,1135,Hieracia Europaea Selecta
,,,1136,Herb. Naturkundemuseum Bozen
,,,1137,Soc. Éch. Pl. Vasc. Eur. Bass. Med.
,,,1138,Herb. M. Nydegger
,,,1139,herb. Gottschlich
,,,1140,Herb. J. Heinrichs
,,,1141,Korea Plant Research Institute
UDBC,4.597241,-74.064449,1142,UDBC
CCSU,41.69358,-72.76422,1143,CCSU
SRCG,0,0,1144,SRCG
,,,1145,Herb. G. Seidenfaden
,,,1146,"Herb., Jawaharlal Nehru Rajkeeya Mahavidyalaya, Port Blair"
,,,1147,NAQS
,,,1148,BA. BM
HIB,30.531281,114.411537,1149,HIB
,,,1150,Gangtok Forest Department Herb.
,,,1151,"Herbarium, Department of Primary Industries AQ"
,,,1152,Northern Territory Herbarium (DNA) AQ
,,,1153,Rijksherbarium AQ
,,,1154,National Herbarium of Victoria AQ
,,,1155,"Herbarium, Royal Botanic Gardens AQ"
,,,1156,EMA?
,,,1157,Herb. E.J. Clement
,,,1158,FRE
,,,1159,TISTR
,,,1160,KTM
,,,1161,JE?
,,,1162,P?
,,,1163,S?
,,,1164,BREM?
,,,1165,W?
,,,1166,MO?
,,,1167,G. B. HINTON
,,,1168,HERB
,,,1169,HEB. H. KöNIGER
,,,1170,BMU
,,,1171,NTNTC
XCH,8.675947,77.721199,1172,XCH
,,,1173,Herb. Donnison-Morgan
,,,1174,M. USM
PI,43.719864,10.396916,1175,PI
,,,1176,"Herbarium, Universität Heidelberg Orch-940"
,,,1177,Herb. P. Delforge
,,,1178,Herb. J. & P. Devillers-Terschuren
,,,1179,Herb. Toulouges
,,,1180,Herb. H. van Looken
,,,1181,Herb. J. &amp
,,,1182,P. Devillers-Terschuren
,,,1183,Herb. Christian Bernard
,,,1184,Herb. Naturkundemuseum Kassel
,,,1185,GH. GOET
N,32.081879,118.756439,1186,N
MS,38.262344,15.597271,1187,MS
,,,1188,"Inst. Ecol. Biol. Resources, Hanoi"
IRVC,33.634602,-117.829163,1189,IRVC
ESS,51.567417,7.1373,1190,ESS
,,,1191,"Herbarium, Universität Bayreuth"
UU,48.620605,22.287558,1192,UU
NF,32.098259,118.799049,1193,NF
PYU,27.020868,101.085701,1194,PYU
KSC,39.200454,-96.581819,1195,KSC
,,,1196,Australian National Herbarium AQ
,,,1197,National Herbarium of New South Wales AQ
,,,1198,AMES (fragment)
,,,1199,Univ. de Brasilia
,,,1200,Inst. Pesquisas Exp. Agric. Do Norte
ANU,31.88349,117.178253,1201,ANU
,,,1202,Herb. Inst. Bot. Bor.-occ. Yang-ling
,,,1203,herb. Böhling
,,,1204,Sabah Parks Herbarium
MN,45.15729615,10.79762216,1205,MN
,,,1206,Herb. Xichang Agricultural College
,,,1207,NCUF
,,,1208,Herb. K. Meijer
,,,1209,Herb. Kiesewetter
,,,1210,?BAA
NXAC,33.23288,111.726616,1211,NXAC
,,,1212,WNG
PBM,13.764128,100.525726,1213,PBM
,,,1214,Suan Luang Rama IX herbarium
CAI,29.934654,31.250854,1215,CAI
JCT,-19.309507,146.782959,1216,JCT
MAU,-20.227501,57.4925,1217,MAU
REU,-20.877927,55.4474,1218,REU
ORT,28.411697,-16.535816,1219,ORT
,,,1220,HERB. BENNETTIANUM
,,,1221,herb. Gaisberg
GDA,37.182331,-3.6023,1222,GDA
DUF,37.91581,40.225342,1223,DUF
,,,1224,Herb. G.B. Hinton
,,,1225,"Northeast Normal University, Changchun"
ACAD,45.087323,-64.36799,1226,ACAD
,,,1227,"Botany Dept., University of Santo Tomas, Manila"
,,,1228,HNAC
,,,1229,Herb. Lanzhou university
,,,1230,Aden University
,,,1231,YILDIRIMLI
KRA,50.064141,19.957842,1232,KRA
WCU,30.62999,104.050308,1233,WCU
QBG,18.915632,98.940498,1234,QBG
,,,1235,ORPI
GCNP,36.039509,-112.121567,1236,GCNP
,,,1237,CAS-DS
LAGU,13.669226,-89.243034,1238,LAGU
AEF,39.936255,32.830769,1239,AEF
,,,1240,XIA
BHZB,-19.850881,-44.003738,1241,BHZB
AVE,40.629059,-8.63456,1242,AVE
,,,1243,Herbarium Y?ld?r?ml?
,,,1244,Suan Luang Rama IX Herbarium
BATA,1.85,9.75,1245,BATA
,,,1246,Herb. Dickore
,,,1247,"Herb. Ferdousi University, Mashhad"
CMMI,39.92844,116.363579,1248,CMMI
VT,44.479755,-73.198565,1249,VT
,,,1250,K-LINDL
SZU,47.799957,13.0442,1251,SZU
ALB,44.69838,8.0369,1252,ALB
UWA,-31.976566,115.81559,1253,UWA
GUYN,8.12222,-63.549721,1254,GUYN
DOV,39.192844,-75.524948,1255,DOV
AUA,32.598881,-85.483202,1256,AUA
BUT,39.808617,-86.182518,1257,BUT
NEB,40.823132,-96.69779,1258,NEB
,,,1259,OMAA
,,,1260,HERB. C. T. BRYSON
EKY,37.7395,-84.2973,1261,EKY
MDKY,38.207916,-83.416168,1262,MDKY
,,,1263,Herb. Charles T.Bryson
,,,1264,UB-80
,,,1265,?CANB
,,,1266,FOF [FOF0005193]
HNL,17.962917,102.614979,1267,HNL
UBT,49.923599,11.556322,1268,UBT
HYO,34.884659,135.192062,1269,HYO
,,,1270,SHILLONG
,,,1271,"Regional Research Laboratory Herbarium , Jorhat"
,,,1272,HBJ
UMBS,45.553329,-84.781677,1273,UMBS
IMD,39.9389,116.3883,1274,IMD
BBS,5.86638,-55.166821,1275,BBS
,,,1276,AMM
CMU,18.791004,99.005676,1277,CMU
,,,1278,?BM
,,,1279,?QRS
,,,1280,UCCH
,,,1281,herb. Starmühler
SDCM,36.641911,117.061203,1282,SDCM
BLA,-30.055008,-51.220848,1283,BLA
,,,1284,Herb. J.Schlauer
,,,1285,Sanatana Dharma College Herbarium
HUNI,-22.9551667,-43.16872222,1286,HUNI
,,,1287,"Cebtre Ecol. Stud., Indian Inst. Sci., Bangalore"
,,,1288,"St. Joseph's College, Bangalore"
SAT,31.443472,-100.465935,1289,SAT
OXF,51.75761,-1.25188,1290,OXF
,,,1291,HEID Orch-913
,,,1292,HERB.
,,,1293,DOD
,,,1294,Herb. Bennettianum
BSD,30.341999,78.016388,1295,BSD
,,,1296,GFJB
UKMB,2.90439,101.781342,1297,UKMB
AQUI,42.367569,13.34824,1298,AQUI
HUP,34.3333,73.2111,1299,HUP
,,,1300,National Herbarium of Victoria CBG
,,,1301,Queensland Herbarium CBG
,,,1302,"Herbarium, Royal Botanic Gardens CBG"
,,,1303,State Herbarium of South Australia CBG
,,,1304,herb. Rice
AZU,38.677307,-27.232794,1305,AZU
BAF,-34.597836,-58.397484,1306,BAF
,,,1307,Res. Inst. Evol. Biol. Tokyo
,,,1308,"Res. Inst. Evol. Biol., Tokyo"
,,,1309,LIL UB
RFA,-22.84200028,-43.23572521,1310,RFA
LBC,14.165224,121.245216,1311,LBC
,,,1312,NAG
,,,1313,Herb. Z. Szel?g
MFU,46.05933,13.232719,1314,MFU
,,,1315,Herb. F.G.Dunkel
,,,1316,TARCH
,,,1317,CPATSA
,,,1318,HUEFS null
,,,1319,CPATSA null
,,,1320,IPA null
,,,1321,K null
,,,1322,VEC
UCAM,19.828947,-90.556966,1323,UCAM
GXCM,22.880619,108.288391,1324,GXCM
,,,1325,Herb. Khon Kaen University
,,,1326,Herb. Aberlin
TFMC,28.469025,-16.25474,1327,TFMC
SAPT,43.072069,141.34213,1328,SAPT
,,,1329,Hunan Forest Botanical Garden
HAM,43.250595,-79.851639,1330,HAM
,,,1331,VASQ
,,,1332,HERB. KöNIGER
CHOCO,5.684569,-76.65593,1333,CHOCO
LTB,-37.693443,145.062302,1334,LTB
UPNG,-9.405128,147.169665,1335,UPNG
,,,1336,Sri Paramakalyani Centre for Environmental Sciences
KOR,52.254017,17.087639,1337,KOR
,,,1338,Herb. Kit Tan
BCU,13.7459,100.536636,1339,BCU
,,,1340,"Abaca Research Center, Leyte State University"
,,,1341,"Dept. Botany, College of Arts and Sciences, Univ. Philippines Los Banos"
,,,1342,HJB
ANDA,-0.782456,100.430786,1343,ANDA
,,,1344,SI?
SPSF,-23.582151,-46.581985,1345,SPSF
PMSP,-23.594095,-46.662885,1346,PMSP
IBIW,58.057,38.2491,1347,IBIW
,,,1348,HERB. H. KöNIGER
,,,1349,Herb. Mustafa Kemal University
,,,1350,herb. J.Benito
,,,1351,Herb. Paulus
,,,1352,herb. Thiele
,,,1353,Herb. Horti bot. Vladivostok
,,,1354,Herb. Inst. biochim. Vladivostok
,,,1355,Herb. Univ. Sichuan
,,,1356,BJNU
CLU,39.30999,16.250191,1357,CLU
SS,40.722455,8.550552,1358,SS
GXMG,22.8167,108.3167,1359,GXMG
,,,1360,Herb. Guangxi Botanical Garden of Medicinal Plants
,,,1361,Herb. Shenzhen City Wutonghshan Nurseries
HUSA,-16.784306,-71.657501,1362,HUSA
,,,1363,IPGRI
VALLE,3.519569,-76.294418,1364,VALLE
TFD,-4.798801,38.28992,1365,TFD
SUA,-6.822011,37.661541,1366,SUA
LJU,46.048477,14.46788,1367,LJU
TSB,45.659908,13.79445,1368,TSB
FKSE,37.68451,140.453448,1369,FKSE
URO,26.25197,127.760399,1370,URO
,,,1371,Arunachal Pradesh Forest Herbarium
,,,1372,WIR17 7
,,,1373,HWNP
WCSU,41.400153,-73.444057,1374,WCSU
,,,1375,Sri Paramakalyani Centre for Environmental Sci.
IFE,7.2779,4.47678,1376,IFE
,,,1377,Herb. Biol. Depart. Chongqing Teach. Col.
BAFC,-34.612465,-58.39727,1378,BAFC
,,,1379,HGT
,,,1380,Soc. Ech. Pl. vasc. Europe Bass. medit.
,,,1381,Herb. Northwestern College of Forestry
,,,1382,Herb. Fac. Forestr. Banjaluka
,,,1383,in herbario facultatis Lugdunensium
GUAM,13.44634,144.800232,1384,GUAM
BSIP,-9.43333,159.949997,1385,BSIP
,,,1386,Herb. Francisco Gómiz
HPH,43.131756,-77.610893,1387,HPH
,,,1388,MMBM
,,,1389,Herb. Dörr
,,,1390,Herb. H.E.Weber
,,,1391,Herbarium Reservati Marini Extremiorientali
,,,1392,Herb. A.Newton
,,,1393,Herb. A.L.Bull
,,,1394,Bom Sucesso
CIS,39.994282,116.411087,1395,CIS
TYM,36.659849,137.180723,1396,TYM
UNSL,-33.291381,-66.339418,1397,UNSL
,,,1398,Herb. Ristow
,,,1399,W-R
RBR,-22.763703,-43.695193,1400,RBR
NCSC,35.767792,-78.681892,1401,NCSC
,,,1402,MINN
NZFRI,-38.160409,176.264925,1403,NZFRI
,,,1404,CVRDL
PRA,50.000011,14.544417,1405,PRA
EDTU,41.662533,26.58399,1406,EDTU
,,,1407,HERB. SULEKIC
BSC,20.016228,-75.816852,1408,BSC
,,,1409,Herb. Shahid Beheshti University
,,,1410,BRNM 642
,,,1411,SPSE
,,,1412,us
,,,1413,"AK 253151, 253152 &"
,,,1414,KAT
,,,1415,R. SEL
KATO,40.992157,39.76004,1416,KATO
,,,1417,Herb. Kalheber
,,,1418,herb. Kalheber
,,,1419,HAJ
,,,1420,QCNA
,,,1421,"Herb. Dept. Biology, Univ. of Nanking"
,,,1422,"Herb. Wuhan Bot. Inst., Acad. Sin."
,,,1423,herb. Viane & Van den Heede
,,,1424,Herb. Viane & Van den Heede
POM,34.086395,-117.708931,1425,POM
,,,1426,Herb. Yildirimili
,,,1427,"Herb. Acad. Ciencias, Cuba"
,,,1428,Herb. Jard. Bot. Nac.
,,,1429,Herb. Inst. Invest. Fundam. Agric. Trop.
,,,1430,Herb. Fac. Montaña Escambray
,,,1431,"Herb. Gauhati University, Guwahati"
,,,1432,CAL 2512B &
,,,1433,SEGC
,,,1434,"Herbarium, Faculty of Pharmaceutical Sciences, Kanazawa University"
,,,1435,Khon Kaen University Herbarium
,,,1436,TFS
,,,1437,147146
,,,1438,149826
,,,1439,"herb. Agricultural Research & Extension Authority, Dhamar"
,,,1440,HERB. BRYSON
LOU,42.432312,-8.6462,1441,LOU
,,,1442,HERB. UNIV. NAC. SAN AUGUSTIN
,,,1443,Herb. Jahn
,,,1444,"Herbarium of Regional Research Laboratory, Jorhat, Assam"
,,,1445,canb
V,48.421032,-123.371384,1446,V
QAP,-0.229675,-78.524612,1447,QAP
,,,1448,St. Josephs's College
,,,1449,Herb. Shenzhen City Wuongshan Nurseries
,,,1450,Herbarium Shenzhen City Wuongshan Nurseries
,,,1451,"Herb. Regional Research Lab., Jorhat"
,,,1452,BHCH
,,,1453,herb. Ernest Mayer
UNL,25.601954,-100.256165,1454,UNL
,,,1455,SHO
,,,1456,AUU
UPTC,5.5526,-73.356989,1457,UPTC
